id,DIC
1603,2350.9453
1604,2030.7642
1605,2160.0928
1606,2280.188
1607,1992.8
1608,2227.3274
1609,2033.6846
1610,2269.8235
1611,2317.941
1612,2074.465
1613,2214.2654
1614,2310.3757
1615,2221.6228
1616,2009.7522
1617,2225.1077
1618,2308.782
1619,2349.2168
1620,2191.5974
1621,1994.2307
1622,2120.6924
1623,2260.6174
1624,2009.0685
1625,2117.9668
1626,2226.4478
1627,2316.205
1628,2017.9122
1629,2021.2346
1630,2162.0522
1631,2278.3845
1632,2319.2236
1633,2011.029
1634,2036.8065
1635,2115.9448
1636,2239.2783
1637,2269.715
1638,2151.074
1639,2150.6033
1640,2207.0427
1641,2004.6823
1642,2060.8945
1643,2170.5159
1644,2081.8892
1645,2206.869
1646,2018.032
1647,2193.2373
1648,2220.5264
1649,2214.8533
1650,2008.2936
1651,2232.5615
1652,2239.1528
1653,2219.3887
1654,2247.5796
1655,2179.9116
1656,2232.4177
1657,2004.6226
1658,2113.198
1659,2345.863
1660,2180.136
1661,2269.0054
1662,2102.4478
1663,2289.9585
1664,1991.2028
1665,1993.5424
1666,2234.0774
1667,2296.2131
1668,2322.304
1669,2032.9785
1670,2213.4854
1671,2291.867
1672,2317.3945
1673,2004.7074
1674,2314.6533
1675,2060.209
1676,2144.9724
1677,2203.3984
1678,2307.6458
1679,2234.46
1680,1998.4529
1681,2200.5093
1682,2078.6877
1683,2264.0088
1684,2351.8699
1685,2022.0756
1686,2080.7112
1687,2003.739
1688,2146.4133
1689,2240.9712
1690,2002.5856
1691,2090.6882
1692,2186.2004
1693,2001.4279
1694,2002.6871
1695,2261.3433
1696,2011.5485
1697,2187.9985
1698,2229.186
1699,2261.9717
1700,2139.65
1701,2019.8916
1702,2184.258
1703,2035.4319
1704,2209.2986
1705,2130.6926
1706,2273.0923
1707,2030.7252
1708,2014.6008
1709,2073.82
1710,2130.832
1711,2260.6626
1712,2008.0264
1713,2011.2494
1714,2265.3623
1715,2228.3425
1716,2340.7463
1717,2134.113
1718,2274.814
1719,2062.2043
1720,2174.7168
1721,2250.1887
1722,2044.1367
1723,2267.935
1724,2005.5873
1725,2310.7476
1726,2070.9595
1727,2107.0027
1728,2240.0134
1729,2112.6392
1730,2182.3335
1731,2255.8687
1732,2244.86
1733,2236.4143
1734,2315.657
1735,2115.5493
1736,2192.553
1737,2017.8805
1738,2086.4976
1739,2207.8052
1740,2073.2227
1741,2003.3385
1742,2237.532
1743,2030.6943
1744,2035.1647
1745,2049.9233
1746,1998.8882
1747,2246.1658
1748,2042.3044
1749,2028.049
1750,2028.932
1751,2317.5742
1752,2270.7522
1753,2007.5859
1754,2008.8273
1755,2251.5815
1756,2187.1719
1757,2310.7266
1758,2008.9926
1759,2007.3097
1760,2010.6022
1761,2013.9437
1762,2014.7502
1763,2037.3435
1764,2154.9812
1765,2250.839
1766,2044.8907
1767,2017.8555
1768,2036.2548
1769,2248.1125
1770,2313.6907
1771,2013.8226
1772,2207.3354
1773,2232.362
1774,2009.6956
1775,2206.5532
1776,2207.677
1777,2008.7965
1778,2009.5251
1779,2308.3457
1780,2100.8777
1781,2151.3093
1782,2118.7312
1783,2166.7795
1784,2012.2727
1785,2019.1329
1786,2157.4758
1787,2025.0585
1788,2266.3882
1789,2023.9102
1790,2223.877
1791,2315.5308
1792,2007.9862
1793,2238.0251
1794,2344.309
1795,2150.3684
1796,1994.2135
1797,2003.1061
1798,2227.6526
1799,2019.6364
1800,2234.2493
1801,2231.192
1802,2005.1592
1803,2000.8392
1804,2011.1805
1805,2035.1195
1806,2058.9082
1807,2002.5007
1808,2042.8477
1809,2188.385
1810,2012.8151
1811,2246.5752
1812,2000.1212
1813,2049.5244
1814,2240.8293
1815,2032.7928
1816,2227.4727
1817,2296.2544
1818,2003.4653
1819,2012.7788
1820,2052.985
1821,2136.9058
1822,2310.6592
1823,2116.012
1824,2204.4934
1825,2312.9604
1826,2352.2944
1827,2078.792
1828,2228.8635
1829,2184.7559
1830,2265.717
1831,1997.9717
1832,2000.4689
1833,2001.6713
1834,2005.7239
1835,2133.2656
1836,2269.668
1837,1999.6661
1838,2241.4453
1839,2311.8838
1840,2233.0872
1841,2006.4078
1842,2033.2828
1843,2185.929
1844,2220.1172
1845,2254.304
1846,2311.4634
1847,2015.2224
1848,2108.0808
1849,2184.5535
1850,2225.6418
1851,2223.5696
1852,2313.167
1853,2165.125
1854,2201.1785
1855,2000.1835
1856,1998.7423
1857,2190.0217
1858,2350.315
1859,2009.743
1860,2230.8054
1861,2017.5541
1862,2115.693
1863,2062.6804
1864,2191.5354
1865,2231.0461
1866,2316.7734
1867,2316.944
1868,2188.5574
1869,2190.6619
1870,2188.105
1871,2351.268
1872,2216.2727
1873,2251.952
1874,2004.1189
1875,2251.9258
1876,2310.2197
1877,2004.1749
1878,2001.4816
1879,2048.584
1880,2145.5808
1881,2003.6425
1882,2191.6726
1883,2243.8967
1884,2200.9287
1885,2256.1343
1886,2103.553
1887,2066.847
1888,2312.2458
1889,2026.9758
1890,2264.0508
1891,2195.6677
1892,2315.2065
1893,2008.774
1894,2000.4425
1895,2004.2836
1896,2065.606
1897,2167.8174
1898,1991.5322
1899,2242.1765
1900,2317.1367
1901,2000.6272
1902,2231.0762
1903,2164.423
1904,2260.0862
1905,2318.6975
1906,2004.6694
1907,2202.5273
1908,2317.5156
1909,1990.6195
1910,2009.0544
1911,2176.3997
1912,2245.5237
1913,2263.6377
1914,2114.7656
1915,2243.0989
1916,2086.7698
1917,2312.9172
1918,1997.5728
1919,2180.082
1920,2272.5889
1921,1997.1094
1922,1998.4474
1923,1998.3167
1924,2063.251
1925,2251.4944
1926,2312.7766
1927,1997.271
1928,2157.976
1929,2003.1802
1930,2103.1016
1931,2205.342
1932,2281.7156
1933,2133.3008
1934,2224.396
1935,1998.8888
1936,2171.6033
1937,2241.0007
1938,2018.9578
1939,2243.0105
