id,DIC
1825,2313.2317
1826,2352.775
1827,2079.1965
1828,2228.5916
1829,2184.6387
1830,2264.9707
1831,1998.8647
1832,2001.0557
1833,2001.7043
1834,2006.1035
1835,2133.625
1836,2269.3792
1837,1998.5598
1838,2240.6094
1839,2311.41
1840,2233.231
1841,2006.7434
1842,2032.8787
1843,2185.96
1844,2219.7717
1845,2254.4673
1846,2311.4614
1847,2015.9812
1848,2107.7715
1849,2184.319
1850,2225.3674
1851,2223.0188
1852,2312.7183
1853,2164.9614
1854,2201.7222
1855,2000.3408
1856,1998.209
1857,2192.3584
1858,2350.356
1859,2009.3308
1860,2230.4714
1861,2017.4457
1862,2115.882
1863,2062.4639
1864,2191.4302
1865,2231.2627
1866,2316.799
1867,2317.4094
1868,2188.642
1869,2190.5986
1870,2188.0186
1871,2351.1912
1872,2216.5466
1873,2251.6724
1874,2004.4349
1875,2251.8228
1876,2309.7961
1877,2004.0383
1878,2001.9392
1879,2048.4795
1880,2145.6228
1881,2003.171
1882,2192.5554
1883,2244.7334
1884,2201.3381
1885,2256.2595
1886,2103.0818
1887,2067.292
1888,2312.3782
1889,2027.0635
1890,2263.647
1891,2195.1465
1892,2315.3928
1893,2009.5182
1894,2000.249
1895,2004.1936
1896,2065.2437
1897,2167.6355
1898,1991.0934
1899,2240.9517
1900,2317.068
1901,2000.3862
1902,2231.3916
1903,2164.4224
1904,2260.0256
1905,2318.531
1906,2005.0455
1907,2203.6218
1908,2317.6182
1909,1990.055
1910,2008.717
1911,2176.492
1912,2244.942
1913,2264.045
1914,2114.6921
1915,2243.0742
1916,2086.834
1917,2313.0803
1918,1997.202
1919,2180.1667
1920,2272.9888
1921,1997.1691
1922,1998.9572
1923,1997.9242
1924,2062.9666
1925,2251.9246
1926,2312.963
1927,1997.6621
1928,2157.8174
1929,2003.5127
1930,2102.4324
1931,2205.971
1932,2281.7175
1933,2133.3157
1934,2224.9834
1935,1998.3557
1936,2171.9048
1937,2240.503
1938,2019.5562
1939,2243.245
